"","year","soc_2010_minor","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"2348",2013,"51-3000",718784.84,713034.15,663589.54,49444.61,452906.6,260127.55,0.364817800101159,546.923076923077,519.5,39.9445506692161,37,68.9244663807477,73
"2349",2014,"51-3000",1856172.21,1845100.15,1673852.71,171247.44,1152400.95,692699.2,0.375426342033521,525.919540229885,494,39.8095238095238,36.5,68.0262933315571,73
"2350",2015,"51-3000",827177.21,808138.14,755765.44,52372.7,478912.2,329225.94,0.407388197270333,641.25974025974,520,40.3678373382625,39,71.4871610564006,73
"2351",2016,"51-3000",839833.629999999,816210.099999999,770391.45,45818.65,473837.95,342372.15,0.419465711095709,537.1875,440,41.6913319238901,39.5,69.877649786495,73
"2352",2017,"51-3000",769901.73,766806.66,723839.04,42967.62,450067.8,316738.86,0.413062218317196,619.237288135593,481,40.4868686868687,38,70.4000448952803,73
"2353",2018,"51-3000",821962.89,797977.5,761406.2,36571.3,425693.29,372284.21,0.466534720590493,613.946428571429,566,41.3849372384937,39,71.1723074773412,73
"2354",2019,"51-3000",862670.53,849579.95,814065.46,35514.49,527286.73,322293.22,0.379355962908494,589.194029850746,600,41.3183673469388,40,69.5357647741099,73
"2355",2020,"51-3000",749861.077,743266.5105,708701.3772,34565.1333,407505.4485,335761.062,0.451737105408034,621.9375,568,41.9276485788114,40.5,69.4368129013126,73
"2356",2021,"51-3000",779746.909,771024.2534,717206.7824,53817.471,461183.3357,309840.9177,0.401856253332744,735.87037037037,626.5,41.8957816377171,40,70.1873912172839,73
"2357",2022,"51-3000",806514.53,802247.65,746806.16,55441.49,492667.92,309579.73,0.385890479080867,819.655172413793,734,41.9295039164491,41,70.7688693510041,73
"2358",2023,"51-3000",687610.86,683072.4,631666.91,51405.49,405589.69,277482.71,0.406227377947052,729.575,700,41.683284457478,40,71.5311208592236,73
"2359",2024,"51-3000",780392.470000001,771236.010000001,736034.89,35201.12,438379.7,332856.31,0.431588133443095,729.575,700,41.578488372093,40,73.8860273394132,73
"2360",2025,"51-3000",767991.979999999,754332.979999999,716013.189999999,38319.79,434387.88,319945.1,0.424143062126225,729.575,700,41.3692307692308,40,74.3575835170299,73
"2361",2000,"51-4000",943604.929999999,937208.979999999,903629.049999999,33579.93,833729.18,103479.8,0.110412727799514,603.076086956522,554.5,39.6873563218391,39,72.1967643972,73
"2362",2001,"51-4000",956849.000000001,951834.410000001,896736.04,55098.37,844444.72,107389.69,0.112823920706964,644.151515151515,577,40.2477876106195,40,73.6630001640726,73
"2363",2002,"51-4000",929963.27,914813.57,847361.79,67451.78,798346.64,116466.93,0.127312201982312,655.746478873239,569.5,40.9563182527301,42,74.1132368423438,73
"2364",2003,"51-4000",952064.41,948667.97,868304.95,80363.02,813966.66,134701.31,0.14198994196041,700.265432098765,600,41.9123328380386,43,71.6750405834826,73
"2365",2004,"51-4000",917943.11,913818.52,849130.71,64687.81,785978.19,127840.33,0.139896847352142,674.296551724138,600,41.8430420711974,41,72.5496240982291,73
"2366",2005,"51-4000",918968.59,915816.73,871756.84,44059.89,803832.56,111984.17,0.122277925628199,648.554347826087,573.5,42.2006420545746,43,72.8875057021507,73
"2367",2006,"51-4000",842673.09,835165.13,800994.630000001,34170.5,767986.49,67178.64,0.0804375537086899,673.536842105263,645.5,42.6759259259259,43,73.7680186791324,73
"2368",2007,"51-4000",917616.1,909691.17,853795.27,55895.9,806822.58,102868.59,0.113080783228884,778.986842105263,676.5,42.4566371681416,43,72.1891687153565,73
"2369",2008,"51-4000",847389.86,841569.61,776141.19,65428.42,758632.15,82937.46,0.0985509208204417,773.282608695652,668,41.963503649635,44,74.2782476781689,73
"2370",2009,"51-4000",793311.03,790256.3,684211.12,106045.18,719972.75,70283.55,0.0889376649069422,726.25,607,42.6100386100386,44,75.2455806299805,73
"2371",2010,"51-4000",759618.27,753030.36,649484.86,103545.5,694405.99,58624.37,0.077851270166584,754.616666666667,689.5,43.2045929018789,45,74.5329324039472,73
"2372",2011,"51-4000",904371.41,896626.98,800170.03,96456.95,823517.01,73109.97,0.0815388914574041,715.449438202247,640,43.718045112782,46,74.8159476865173,73
"2373",2012,"51-4000",893316.21,890461,822237.11,68223.89,815112.25,75348.75,0.0846176867936945,821.574712643678,840,43.6235741444867,46,75.432797180337,73
"2374",2013,"51-4000",728509.79,712535.68,654443.3,58092.38,642992.95,69542.73,0.097598944097789,772,748,43.1488372093023,44,76.5632309528696,73
"2375",2014,"51-4000",1424925.66,1424925.66,1321756.08,103169.58,1326213.92,98711.74,0.0692750104591421,783.931506849315,716,42.7798594847775,42,75.2060818878088,73
"2376",2015,"51-4000",782624.55,778001.62,735874.01,42127.61,719954.04,58047.58,0.0746111299871072,782.192771084337,696,42.5605381165919,42,76.1287501303661,73
"2377",2016,"51-4000",715945.91,713726.88,687904.370000001,25822.51,659639.740000001,54087.14,0.0757812848522672,849.734375,725,43.6325459317585,45,77.6118907837686,73
"2378",2017,"51-4000",677257.310000001,674722.180000001,655457.590000001,19264.59,624705.930000001,50016.25,0.0741286584057455,878.790322580645,805,43.0532212885154,43.5,77.0490428667989,73
"2379",2018,"51-4000",666300.21,663804.02,639548.81,24255.21,617386.27,46417.75,0.0699268889634022,880.865384615385,842.5,42.5438596491228,43,75.9388830456314,73
"2380",2019,"51-4000",730216.49,725155.26,719614.67,5540.59,680012.09,45143.17,0.0622531097685205,947,800,43.3698630136986,45,75.9586628524214,73
"2381",2020,"51-4000",701098.0279,698095.8761,669611.6513,28484.2248,656960.6408,41135.2353,0.0589249080367114,997.526315789474,921.5,44.9461279461279,45,77.785328416009,73
"2382",2021,"51-4000",571576.9231,571576.9231,539684.4425,31892.4806,517236.8739,54340.0492,0.0950704043565681,1080.96774193548,965.5,43.075,41,76.3132614044824,73
"2383",2022,"51-4000",548604.12,548604.12,531065.85,17538.27,494532.97,54071.15,0.0985613268817595,1159.86111111111,1048.5,44.1341991341991,46.5,77.5256915132172,73
"2384",2023,"51-4000",637560.84,627836.490000001,611743.87,16092.62,555334.29,72502.2,0.115479430002547,1075.83720930233,1000,45.0082987551867,44,78.5245420985326,73
"2385",2024,"51-4000",632365.38,631228.44,607074.16,24154.28,588205.3,43023.14,0.0681577971993784,1075.83720930233,1000,42.2885375494071,43,75.8329139605941,73
"2386",2025,"51-4000",519373.83,514873.44,491532.93,23340.51,478408.34,36465.1,0.0708234241020473,1075.83720930233,1000,43.7024390243902,45,72.9260146338098,73
"2387",2000,"51-4100",957216.12,948339.72,910673.57,37666.15,877682.52,70657.2,0.0745062117613295,634.76404494382,600,39.7236842105263,39,71.4615200025577,73
"2388",2001,"51-4100",890162.240000001,889325.57,838885.24,50440.33,814096.780000001,75228.79,0.0845908321291155,678.59842519685,600,39.8608169440242,40,71.782699118839,73
"2389",2002,"51-4100",836851.42,832764.46,745157.91,87606.55,747424.12,85340.34,0.102478364650672,648.927927927928,600,40.735,42,72.0648828001138,73
"2390",2003,"51-4100",1120637.9,1106847,1002892.59,103954.41,962013.45,144833.55,0.130852367129332,638.688524590164,600,40.2739557739558,40,70.3630652746043,73
"2391",2004,"51-4100",1174317.86,1162665.5,1067184.05,95481.45,999371.619999999,163293.88,0.140447858820959,614.457894736842,522.5,40.7100591715976,41,70.7084144063791,73
"2392",2005,"51-4100",1240896.25,1235792.37,1146018.42,89773.95,1072329.42,163462.95,0.132273797741606,664.763157894737,529,40.5164705882353,41,70.5070525965458,73
"2393",2006,"51-4100",1223530.66,1209992.76,1153162.68,56830.08,1020423.07,189569.69,0.156670102720284,669.346153846154,622,40.3409915356711,41,71.8201327750093,73
"2394",2007,"51-4100",1211769.25,1204453.12,1144272.84,60180.28,1005546.84,198906.28,0.165142400893112,734.285714285714,669,40.7058823529412,41,71.945912058412,73
"2395",2008,"51-4100",1163694.53,1151624.7,1079178.55,72446.15,1014832.19,136792.51,0.118782195275944,745.434426229508,632.5,41.1136363636364,42,70.9094691091638,73
"2396",2009,"51-4100",1105589.68,1098200.15,866776.66,231423.49,992625.020000001,105575.13,0.0961346891092666,792.833333333333,649,40.9930264993027,41,72.3188726936523,73
"2397",2010,"51-4100",1083242.95,1077347.33,898035.18,179312.15,974468.25,102879.08,0.095492954904339,733.865979381443,624,41.8920056100982,42,72.4860419712555,73
"2398",2011,"51-4100",1143792.37,1140216.51,987315.340000001,152901.17,1022888.15,117328.36,0.10290007114526,740.43956043956,615,42.1115646258503,43,71.6046372017538,73
"2399",2012,"51-4100",1074280.48,1072382.15,968754.81,103627.34,942633.98,129748.17,0.120990609550896,780.990476190476,637,41.5822222222222,41,70.9771391289943,73
"2400",2013,"51-4100",1161856.9,1153195.69,1031080.26,122115.43,1016813.16,136382.53,0.11826486274849,769.060869565217,673,41.0681198910082,41,72.7015733210034,73
"2401",2014,"51-4100",2328342.27,2301877.53,2152620.11,149257.42,2079643.33,222234.2,0.0965447540556165,793.191666666667,713.5,41.8579234972678,42,72.6216176496584,73
"2402",2015,"51-4100",1212898.38,1202773.71,1126773.6,76000.11,1089413.27,113360.44,0.0942491834145594,795.5,720,41.4283819628647,42,73.078343489899,73
"2403",2016,"51-4100",1166447.89,1165038.84,1077818.24,87220.6,1059687.28,105351.56,0.0904275088373878,813.623655913978,719,41.4539969834088,41,73.6422796685473,73
"2404",2017,"51-4100",1237342.81,1221603.34,1130186.9,91416.44,1073831.49,147771.85,0.120965492776076,903.063157894737,800,42.0060698027314,42,74.5810005971332,73
"2405",2018,"51-4100",1167829.86,1157338.08,1109112.27,48225.81,1040423.98,116914.1,0.101019833374877,866.988505747126,804,42.129392971246,41,74.2432320726887,73
"2406",2019,"51-4100",1128448.88,1123994.24,1082307.41,41686.83,1002249,121745.24,0.108314825527931,904.418367346939,792,41.7770597738288,41,74.7169673396193,73
"2407",2020,"51-4100",1058481.9389,1044807.1749,976691.987,68115.1879,908132.6774,136674.4975,0.130813130674645,920.229885057471,850,41.3346456692913,40.5,75.4429912135168,73
"2408",2021,"51-4100",970331.334100001,952030.930100001,874514.1446,77516.7855,849300.5767,102730.3534,0.10790652924397,962.12676056338,931.5,40.7340206185567,40,74.8230296075755,73
"2409",2022,"51-4100",995411.15,992572.49,949129.79,43442.7,886109.96,106462.53,0.107259198771467,1037.42307692308,952.5,40.6899563318777,40,74.5549208199393,73
"2410",2023,"51-4100",960799.58,947362.25,927093.35,20268.9,861122,86240.25,0.0910319679721247,1045.67164179104,953.5,40.6574074074074,39,76.2137723452671,73
"2411",2024,"51-4100",959939.03,926306.599999999,888847.41,37459.19,831196.37,95110.23,0.102676835078148,1045.67164179104,953.5,41.4355231143552,41.5,74.5756324417855,73
"2412",2025,"51-4100",989700.680000001,978555.000000001,938199.060000001,40355.94,898309.490000001,80245.51,0.0820040876598658,1045.67164179104,953.5,41.8891625615764,42,75.2564435826294,73
"2413",2000,"51-5100",455374.97,449288.73,438675.28,10613.45,335444.31,113844.42,0.253388105239141,529.627906976744,441,39.0966183574879,39,73.6160697821198,73
"2414",2001,"51-5100",423414.08,423414.08,395431.14,27982.94,316017.04,107397.04,0.253645414909207,595.677966101695,453.5,39.5973154362416,39,76.9833481446814,73
"2415",2002,"51-5100",413278.73,412660.43,379074.26,33586.17,300084.55,112575.88,0.272805124542714,594.298245614035,547.5,39.8556701030928,39,74.901490506371,73
"2416",2003,"51-5100",446538.48,440648.2,412104.41,28543.79,359278.7,81369.5,0.184658646058239,610.293103448276,580,41.7940199335548,42,74.8643930691194,73
"2417",2004,"51-5100",375590.51,374134.71,352614.99,21519.72,268095.14,106039.57,0.283426175561204,573.696428571429,550,41.0179856115108,41,78.7452875195675,73
"2418",2005,"51-5100",414677.1,412037.64,383012.9,29024.74,309842.15,102195.49,0.24802464648618,539.525423728814,520.5,40.9503546099291,40.5,75.9625515280594,73
"2419",2006,"51-5100",393700.24,392045.14,369949.84,22095.3,288565.63,103479.51,0.263947947422585,612.21875,519,40.7086614173228,41,77.3876110796834,73
"2420",2007,"51-5100",331915.23,328542.02,323306.89,5235.13,236686.09,91855.93,0.279586550298802,631.111111111111,589.5,42.3459915611814,42,76.4717892402317,73
"2421",2008,"51-5100",362565.61,362565.61,344202.56,18363.05,263081.53,99484.08,0.274389178830281,608.131578947368,463,42.9181034482759,42,76.7840645724784,73
"2422",2009,"51-5100",350077.09,337374.17,292765.42,44608.75,243084.08,94290.09,0.279482243705853,668.58064516129,554.5,42.9350649350649,44,76.6773107733766,73
"2423",2010,"51-5100",270395.21,269007.21,231848.84,37158.37,198223.77,70783.44,0.263128412060034,642.428571428571,555,43.6540540540541,44,77.8544913721829,73
"2424",2011,"51-5100",311447.06,311447.06,262818.3,48628.76,241189.75,70257.31,0.225583474764539,716.307692307692,607.5,41.4690721649485,43,76.593124751282,73
"2425",2012,"51-5100",270647.82,265627.53,247959,17668.53,182813.02,82814.51,0.311769303430258,662.606060606061,544,42.735632183908,44,76.0928551720523,73
"2426",2013,"51-5100",281050.37,281050.37,261316.44,19733.93,199032.12,82018.25,0.291827582365396,661.846153846154,520,42.9939759036145,45,76.8319267112155,73
"2427",2014,"51-5100",429470.37,426612.45,393432.42,33180.03,342681.42,83931.03,0.196738351166264,779.75,518,42.4822695035461,45.5,77.7073516724606,73
"2428",2015,"51-5100",229036.18,229036.18,222105.37,6930.81,168967.34,60068.84,0.262267908939103,819.214285714286,762.5,43.7364341085271,42.5,76.9031977829879,73
"2429",2016,"51-5100",262415.7,262415.7,238213.33,24202.37,190228.98,72186.72,0.275085370273196,683.2,580,44.1239669421488,44.5,82.8264688050295,81
"2430",2017,"51-5100",212451.43,208304.35,200714.98,7589.37,165604.4,42699.95,0.204988277969231,802.3125,860,43.2118644067797,46,79.3806973306126,73
"2431",2018,"51-5100",188349.68,188349.68,186806.09,1543.59,141994.87,46354.81,0.246110373004085,804.533333333333,790,43.96875,42,78.7605345546645,73
"2432",2019,"51-5100",192765.99,189608.26,186581.81,3026.45,141494.03,48114.23,0.253755980883955,872.266666666667,813.5,41.4891304347826,41,79.8803763085005,73
"2433",2020,"51-5100",179174.151,173967.9804,170277.6152,3690.3652,135276.0785,38691.9019,0.22240818000552,879.6,656.5,45.7397260273973,47.5,82.5660567811018,73
"2434",2021,"51-5100",180252.2252,180252.2252,173843.0275,6409.1977,152326.6868,27925.5384,0.154924791463823,996.25,784.5,45.695652173913,42,78.59221715117,73
"2435",2022,"51-5100",160400.98,160400.98,149121.26,11279.72,108754.08,51646.9,0.321986187366187,804.7,640,41.8088235294118,38,82.3468951997675,73
"2436",2023,"51-5100",183234.29,183234.29,169013.18,14221.11,127599.56,55634.73,0.30362619354707,905.1875,816.5,46.7162162162162,49.5,87.308212780479,81
"2437",2024,"51-5100",224192.27,218631.41,192376.94,26254.47,169244.86,49386.55,0.225889546245894,905.1875,816.5,45.2179487179487,46.5,82.8188155581121,73
"2438",2025,"51-5100",168924.21,168924.21,153347.39,15576.82,143919.61,25004.6,0.148022595458638,905.1875,816.5,46.695652173913,48,82.7788544933849,81
"2439",2000,"51-6000",1136734.29,1120357.7,1041611.05,78746.65,328527.26,791830.44,0.70676574097719,352.117647058824,327,41.5830564784053,42,61.5718638520537,73
"2440",2001,"51-6000",1111423.57,1096096.54,995863.04,100233.5,364239.36,731857.18,0.667694088332767,388.5,328,42.3006060606061,42,62.7949438194558,73
"2441",2002,"51-6000",1087855.55,1057884.11,961538.87,96345.24,350870.42,707013.690000001,0.668328112046224,369.507246376812,322.5,41.9248704663212,41,60.7101752005709,73
"2442",2003,"51-6000",938915.55,923526.31,835089.71,88436.6,314571.57,608954.74,0.659379958541733,425.321739130435,355,41.2196193265007,41,62.7468076464437,73
"2443",2004,"51-6000",909266.2,893699.48,832104.62,61594.86,314165.38,579534.1,0.648466417368845,385.762376237624,340,42.9489953632148,43,63.1001071299717,73
"2444",2005,"51-6000",898460.24,883177.65,800443.25,82734.4,318293.69,564883.96,0.639604002660167,404.2875,356,43.2717041800643,44,63.7152612048097,73
"2445",2006,"51-6000",890706.5,883830.93,814941.68,68889.25,315289.73,568541.2,0.643269182715749,465.325,400,44.0183333333333,45,62.6295787136574,73
"2446",2007,"51-6000",901055.31,888990.48,816213.69,72776.79,309193.39,579797.09,0.65219718663354,414.532467532468,362.5,44.1480836236934,46,63.6738602307642,73
"2447",2008,"51-6000",790882.45,781712.63,722887.449999999,58825.18,260139.76,521572.87,0.667218169418601,354.648648648649,306.5,44.9633027522936,45,64.7367867396488,73
"2448",2009,"51-6000",753267.82,747907.65,649008.67,98898.98,314143.72,433763.93,0.579969906712413,405.655172413793,340,44.756,44,64.4799097321708,73
"2449",2010,"51-6000",737241.77,729566.25,637427.6,92138.65,295374.69,434191.56,0.595136576013488,405.551020408163,350,43.6294820717131,45,64.4555098594541,73
"2450",2011,"51-6000",731985.48,723707.08,657650.22,66056.86,272221.86,451485.22,0.623850771226392,453.625,352.5,44.5336048879837,44.5,67.6074948859143,73
"2451",2012,"51-6000",750181.15,745242.16,671163.96,74078.2,275297.38,469944.78,0.630593389939184,397.803921568627,350,45.4456066945607,47,61.5094422060073,73
"2452",2013,"51-6000",680040.52,677724.76,606797.26,70927.5,275200.73,402524.03,0.593934372413958,445.037037037037,400,45.2237136465324,45.5,65.3207765494653,73
"2453",2014,"51-6000",1290457.44,1286777.96,1097036.51,189741.45,471552.27,815225.69,0.633540296260592,451.571428571429,390,47.1020408163265,49,64.7050638324579,73
"2454",2015,"51-6000",670912.31,662766.33,628465.02,34301.31,226567.75,436198.58,0.658148370331366,478.683333333333,400.5,46.70207852194,47,64.3504386681804,73
"2455",2016,"51-6000",648400.46,644957.91,586486.91,58471,237117.17,407840.74,0.632352489482608,503.196078431373,410,46.3875968992248,47,66.9523259432543,73
"2456",2017,"51-6000",684786,674259.5,640091.37,34168.13,257817.22,416442.28,0.617629087910515,506.377777777778,464,45.3592964824121,45,69.2143368391546,73
"2457",2018,"51-6000",583444.85,569223.72,548631.42,20592.3,193408.91,375814.81,0.660223382820379,527.181818181818,440,47.103125,48,69.824019789618,73
"2458",2019,"51-6000",563199.85,555002.68,533139.05,21863.63,201903.2,353099.48,0.636212207119432,484.461538461538,470.5,48.3003194888179,48,65.3929574177911,73
"2459",2020,"51-6000",509721.5648,500702.5968,459217.3646,41485.2322,148768.0182,351934.5786,0.70288147265307,480.405405405405,447.5,47.8050847457627,48,73.2628470871554,73
"2460",2021,"51-6000",458700.3067,445475.7939,411022.8893,34452.9046,140654.9784,304820.8155,0.684258987074,646,520,47.1495726495726,49,69.4096435976967,73
