"","occ_code","occ_title","occ_group","tot_emp","emp_prse","year"
"2054","51-2023","Electromechanical Equipment Assemblers",NA,57500,2.8,2002
"2055","51-2031","Engine and Other Machine Assemblers",NA,49280,5.2,2002
"2056","51-2041","Structural Metal Fabricators and Fitters",NA,87020,1.9,2002
"2057","51-2091","Fiberglass Laminators and Fabricators",NA,36470,3.6,2002
"2058","51-2092","Team Assemblers",NA,1139360,1,2002
"2059","51-2093","Timing Device Assemblers, Adjusters, and Calibrators",NA,6230,5.7,2002
"2060","51-3011","Bakers",NA,161820,1.7,2002
"2061","51-3021","Butchers and Meat Cutters",NA,129840,1.4,2002
"2062","51-3022","Meat, Poultry, and Fish Cutters and Trimmers",NA,150920,2.8,2002
"2063","51-3023","Slaughterers and Meat Packers",NA,126460,3,2002
"2064","51-3091","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",NA,19180,4.7,2002
"2065","51-3092","Food Batchmakers",NA,71930,2.8,2002
"2066","51-3093","Food Cooking Machine Operators and Tenders",NA,34140,3.3,2002
"2067","51-4011","Computer-Controlled Machine Tool Operators, Metal and Plastic",NA,128400,1.6,2002
"2068","51-4012","Numerical Tool and Process Control Programmers",NA,18910,3.3,2002
"2069","51-4021","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",NA,96270,2.1,2002
"2070","51-4022","Forging Machine Setters, Operators, and Tenders, Metal and Plastic",NA,44920,3.5,2002
"2071","51-4023","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",NA,42270,3.5,2002
"2072","51-4031","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",NA,277410,1.3,2002
"2073","51-4032","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,51730,2.5,2002
"2074","51-4033","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,99580,2.1,2002
"2075","51-4034","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,72270,1.9,2002
"2076","51-4035","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",NA,30340,2.7,2002
"2077","51-4041","Machinists",NA,368320,1.2,2002
"2078","51-4051","Metal-Refining Furnace Operators and Tenders",NA,17120,2.8,2002
"2079","51-4052","Pourers and Casters, Metal",NA,12900,3,2002
"2080","51-4061","Model Makers, Metal and Plastic",NA,8360,4.8,2002
"2081","51-4062","Patternmakers, Metal and Plastic",NA,6300,5.1,2002
"2082","51-4071","Foundry Mold and Coremakers",NA,21960,3.4,2002
"2083","51-4072","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",NA,147060,2,2002
"2084","51-4081","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,96560,2.2,2002
"2085","51-4111","Tool and Die Makers",NA,105210,1.9,2002
"2086","51-4121","Welders, Cutters, Solderers, and Brazers",NA,361970,0.9,2002
"2087","51-4122","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",NA,56280,2,2002
"2088","51-4191","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",NA,28410,2.8,2002
"2089","51-4192","Lay-Out Workers, Metal and Plastic",NA,12490,3,2002
"2090","51-4193","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",NA,41580,2.4,2002
"2091","51-4194","Tool Grinders, Filers, and Sharpeners",NA,22700,2.9,2002
"2092","51-5011","Bindery Workers",NA,88740,1.8,2002
"2093","51-5012","Bookbinders",NA,7170,6,2002
"2094","51-5021","Job Printers",NA,49080,4.8,2002
"2095","51-5022","Prepress Technicians and Workers",NA,89370,1.3,2002
"2096","51-5023","Printing Machine Operators",NA,189590,1.2,2002
"2097","51-6011","Laundry and Dry-Cleaning Workers",NA,213840,1.5,2002
"2098","51-6021","Pressers, Textile, Garment, and Related Materials",NA,87130,2.2,2002
"2099","51-6031","Sewing Machine Operators",NA,277800,1.4,2002
"2100","51-6041","Shoe and Leather Workers and Repairers",NA,9860,5.7,2002
"2101","51-6042","Shoe Machine Operators and Tenders",NA,6320,11.1,2002
"2102","51-6051","Sewers, Hand",NA,19180,9.5,2002
"2103","51-6052","Tailors, Dressmakers, and Custom Sewers",NA,29560,2.9,2002
"2104","51-6061","Textile Bleaching and Dyeing Machine Operators and Tenders",NA,25950,3.8,2002
"2105","51-6062","Textile Cutting Machine Setters, Operators, and Tenders",NA,32970,3.3,2002
"2106","51-6063","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",NA,49410,2.5,2002
"2107","51-6064","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",NA,62800,2.7,2002
"2108","51-6091","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",NA,26620,4.5,2002
"2109","51-6092","Fabric and Apparel Patternmakers",NA,10800,5.8,2002
"2110","51-6093","Upholsterers",NA,40380,2.9,2002
"2111","51-7011","Cabinetmakers and Bench Carpenters",NA,125220,1.7,2002
"2112","51-7021","Furniture Finishers",NA,30110,3.1,2002
"2113","51-7031","Model Makers, Wood",NA,4350,16.8,2002
"2114","51-7032","Patternmakers, Wood",NA,4130,6.9,2002
"2115","51-7041","Sawing Machine Setters, Operators, and Tenders, Wood",NA,53520,2.3,2002
"2116","51-7042","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",NA,89860,1.8,2002
"2117","51-8011","Nuclear Power Reactor Operators",NA,3400,8.8,2002
"2118","51-8012","Power Distributors and Dispatchers",NA,11670,5,2002
"2119","51-8013","Power Plant Operators",NA,34390,2.9,2002
"2120","51-8021","Stationary Engineers and Boiler Operators",NA,52510,2.2,2002
"2121","51-8031","Water and Liquid Waste Treatment Plant and System Operators",NA,96970,1.8,2002
"2122","51-8091","Chemical Plant and System Operators",NA,55910,3.1,2002
"2123","51-8092","Gas Plant Operators",NA,11940,4,2002
"2124","51-8093","Petroleum Pump System Operators, Refinery Operators, and Gaugers",NA,38500,4.9,2002
"2125","51-9011","Chemical Equipment Operators and Tenders",NA,56610,5.6,2002
"2126","51-9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",NA,35550,3.1,2002
"2127","51-9021","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",NA,44370,2.7,2002
"2128","51-9022","Grinding and Polishing Workers, Hand",NA,43370,2.4,2002
"2129","51-9023","Mixing and Blending Machine Setters, Operators, and Tenders",NA,103940,1.7,2002
"2130","51-9031","Cutters and Trimmers, Hand",NA,30910,3.4,2002
"2131","51-9032","Cutting and Slicing Machine Setters, Operators, and Tenders",NA,75430,2.2,2002
"2132","51-9041","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",NA,71500,2,2002
"2133","51-9051","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",NA,29400,2.4,2002
"2134","51-9061","Inspectors, Testers, Sorters, Samplers, and Weighers",NA,500250,0.9,2002
"2135","51-9071","Jewelers and Precious Stone and Metal Workers",NA,28970,4.8,2002
"2136","51-9081","Dental Laboratory Technicians",NA,40440,3.3,2002
"2137","51-9082","Medical Appliance Technicians",NA,11870,10,2002
"2138","51-9083","Ophthalmic Laboratory Technicians",NA,32920,5.8,2002
"2139","51-9111","Packaging and Filling Machine Operators and Tenders",NA,390380,3.5,2002
"2140","51-9121","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",NA,91950,1.6,2002
"2141","51-9122","Painters, Transportation Equipment",NA,45670,2.6,2002
"2142","51-9123","Painting, Coating, and Decorating Workers",NA,30830,2.9,2002
"2143","51-9131","Photographic Process Workers",NA,27360,3.8,2002
"2144","51-9132","Photographic Processing Machine Operators",NA,52290,2.9,2002
"2145","51-9141","Semiconductor Processors",NA,43630,8.3,2002
"2146","51-9191","Cementing and Gluing Machine Operators and Tenders",NA,26880,2.6,2002
"2147","51-9192","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",NA,18010,3,2002
"2148","51-9193","Cooling and Freezing Equipment Operators and Tenders",NA,7280,3.8,2002
"2149","51-9194","Etchers and Engravers",NA,9130,4.6,2002
"2150","51-9195","Molders, Shapers, and Casters, Except Metal and Plastic",NA,36240,3.6,2002
"2151","51-9196","Paper Goods Machine Setters, Operators, and Tenders",NA,114390,2.6,2002
"2152","51-9197","Tire Builders",NA,13020,10.3,2002
"2153","51-9198","Helpers--Production Workers",NA,464390,2,2002
"2154","53-0000","Transportation and Material Moving Occupations","major",9395000,0.4,2002
"2155","53-1011","Aircraft Cargo Handling Supervisors",NA,8920,3.7,2002
"2156","53-1021","First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand",NA,147180,0.9,2002
"2157","53-1031","First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators",NA,207280,1.1,2002
"2158","53-2011","Airline Pilots, Copilots, and Flight Engineers",NA,78810,4.3,2002
"2159","53-2012","Commercial Pilots",NA,19570,3.9,2002
"2160","53-2021","Air Traffic Controllers",NA,23410,1.2,2002
"2161","53-2022","Airfield Operations Specialists",NA,5910,4.1,2002
"2162","53-3011","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",NA,17280,4.4,2002
"2163","53-3021","Bus Drivers, Transit and Intercity",NA,197090,2.9,2002
"2164","53-3022","Bus Drivers, School",NA,468790,1.4,2002
"2165","53-3031","Driver/Sales Workers",NA,368730,2.1,2002
"2166","53-3032","Truck Drivers, Heavy and Tractor-Trailer",NA,1520880,0.7,2002
"2167","53-3033","Truck Drivers, Light Or Delivery Services",NA,977920,1,2002
"2168","53-3041","Taxi Drivers and Chauffeurs",NA,125720,2.9,2002
"2169","53-4011","Locomotive Engineers",NA,28250,6.4,2002
"2170","53-4012","Locomotive Firers",NA,710,11.8,2002
"2171","53-4013","Rail Yard Engineers, Dinkey Operators, and Hostlers",NA,4600,6.5,2002
"2172","53-4021","Railroad Brake, Signal, and Switch Operators",NA,15030,5.7,2002
"2173","53-4031","Railroad Conductors and Yardmasters",NA,38070,5.3,2002
"2174","53-4041","Subway and Streetcar Operators",NA,7250,6.6,2002
"2175","53-5011","Sailors and Marine Oilers",NA,25360,3.8,2002
"2176","53-5021","Captains, Mates, and Pilots of Water Vessels",NA,22530,3.5,2002
"2177","53-5022","Motorboat Operators",NA,3600,18.7,2002
"2178","53-5031","Ship Engineers",NA,8020,6.6,2002
"2179","53-6011","Bridge and Lock Tenders",NA,3900,7.5,2002
"2180","53-6021","Parking Lot Attendants",NA,108460,2.2,2002
"2181","53-6031","Service Station Attendants",NA,102550,2.1,2002
"2182","53-6041","Traffic Technicians",NA,5370,2,2002
"2183","53-6051","Transportation Inspectors",NA,28340,2.5,2002
"2184","53-7011","Conveyor Operators and Tenders",NA,59240,2.4,2002
"2185","53-7021","Crane and Tower Operators",NA,49060,2.6,2002
"2186","53-7031","Dredge Operators",NA,2850,10.6,2002
"2187","53-7032","Excavating and Loading Machine and Dragline Operators",NA,67210,3.6,2002
"2188","53-7033","Loading Machine Operators, Underground Mining",NA,3200,8.5,2002
"2189","53-7041","Hoist and Winch Operators",NA,8970,5.8,2002
"2190","53-7051","Industrial Truck and Tractor Operators",NA,586660,0.8,2002
"2191","53-7061","Cleaners of Vehicles and Equipment",NA,311070,1,2002
"2192","53-7062","Laborers and Freight, Stock, and Material Movers, Hand",NA,2217590,1.1,2002
"2193","53-7063","Machine Feeders and Offbearers",NA,162670,1.6,2002
"2194","53-7064","Packers and Packagers, Hand",NA,927740,1.1,2002
"2195","53-7071","Gas Compressor and Gas Pumping Station Operators",NA,6920,10.8,2002
"2196","53-7072","Pump Operators, Except Wellhead Pumpers",NA,12360,10.6,2002
"2197","53-7073","Wellhead Pumpers",NA,10280,12.5,2002
"2198","53-7081","Refuse and Recyclable Material Collectors",NA,132290,4.1,2002
"2199","53-7111","Shuttle Car Operators",NA,3070,6.3,2002
"2200","53-7121","Tank Car, Truck, and Ship Loaders",NA,16960,5.3,2002
"2201","00-0000","All Occupations",NA,127567910,0.1,2003
"2202","11-0000","Management occupations","major",6653480,0.3,2003
"2203","11-1011","Chief executives",NA,389880,0.8,2003
"2204","11-1021","General and operations managers",NA,1892060,0.4,2003
"2205","11-1031","Legislators",NA,65280,3.4,2003
"2206","11-2011","Advertising and promotions managers",NA,71100,1.4,2003
"2207","11-2021","Marketing managers",NA,182600,1,2003
"2208","11-2022","Sales managers",NA,314180,0.8,2003
"2209","11-2031","Public relations managers",NA,58490,2.1,2003
"2210","11-3011","Administrative services managers",NA,278300,0.8,2003
"2211","11-3021","Computer and information systems managers",NA,266020,0.9,2003
"2212","11-3031","Financial managers",NA,521750,0.7,2003
"2213","11-3040","Human resources managers",NA,171530,0.8,2003
"2214","11-3051","Industrial production managers",NA,166350,0.6,2003
"2215","11-3061","Purchasing managers",NA,91060,0.9,2003
"2216","11-3071","Transportation, storage, and distribution managers",NA,97450,1,2003
"2217","11-9011","Farm, ranch, and other agricultural managers",NA,5420,6.4,2003
"2218","11-9021","Construction managers",NA,196110,1.5,2003
"2219","11-9031","Education administrators, preschool and child care center/program",NA,56030,2.3,2003
"2220","11-9032","Education administrators, elementary and secondary school",NA,206310,0.9,2003
"2221","11-9033","Education administrators, postsecondary",NA,98160,1.6,2003
"2222","11-9041","Engineering managers",NA,194940,1,2003
"2223","11-9051","Food service managers",NA,229960,2.8,2003
"2224","11-9061","Funeral directors",NA,23080,2.7,2003
"2225","11-9071","Gaming managers",NA,3560,5.9,2003
"2226","11-9081","Lodging managers",NA,30760,2.5,2003
"2227","11-9111","Medical and health services managers",NA,226160,0.8,2003
"2228","11-9121","Natural sciences managers",NA,41810,2.2,2003
"2229","11-9131","Postmasters and mail superintendents",NA,26060,0,2003
"2230","11-9141","Property, real estate, and community association managers",NA,156120,2.1,2003
"2231","11-9151","Social and community service managers",NA,116020,1.6,2003
"2232","13-0000","Business and financial operations occupations","major",4924210,0.4,2003
"2233","13-1011","Agents and business managers of artists, performers, and athletes",NA,12380,8.7,2003
"2234","13-1021","Purchasing agents and buyers, farm products",NA,15550,3.5,2003
"2235","13-1022","Wholesale and retail buyers, except farm products",NA,138630,1.6,2003
"2236","13-1023","Purchasing agents, except wholesale, retail, and farm products",NA,237210,0.7,2003
"2237","13-1031","Claims adjusters, examiners, and investigators",NA,234190,1.7,2003
"2238","13-1032","Insurance appraisers, auto damage",NA,11450,5.2,2003
"2239","13-1041","Compliance officers, except agriculture, construction, health and safety, and transportation",NA,154600,0.8,2003
"2240","13-1051","Cost estimators",NA,184620,1.1,2003
"2241","13-1061","Emergency management specialists",NA,9760,3.5,2003
"2242","13-1071","Employment, recruitment, and placement specialists",NA,164020,1.7,2003
"2243","13-1072","Compensation, benefits, and job analysis specialists",NA,86450,1.6,2003
"2244","13-1073","Training and development specialists",NA,199460,1,2003
"2245","13-1111","Management analysts",NA,423880,1.6,2003
"2246","13-1121","Meeting and convention planners",NA,32980,2.8,2003
"2247","13-2011","Accountants and auditors",NA,924640,0.8,2003
"2248","13-2021","Appraisers and assessors of real estate",NA,61070,3.9,2003
"2249","13-2031","Budget analysts",NA,55560,1.3,2003
"2250","13-2041","Credit analysts",NA,68910,2.7,2003
"2251","13-2051","Financial analysts",NA,165420,2,2003
"2252","13-2052","Personal financial advisors",NA,85670,3.6,2003
"2253","13-2053","Insurance underwriters",NA,96890,2.5,2003
"2254","13-2061","Financial examiners",NA,22720,2.6,2003
"2255","13-2071","Loan counselors",NA,30810,6.2,2003
"2256","13-2072","Loan officers",NA,237150,1.4,2003
"2257","13-2081","Tax examiners, collectors, and revenue agents",NA,71060,0.6,2003
"2258","13-2082","Tax preparers",NA,50410,4.8,2003
"2259","15-0000","Computer and mathematical occupations","major",2827010,0.6,2003
"2260","15-1011","Computer and information scientists, research",NA,23210,3.5,2003
"2261","15-1021","Computer programmers",NA,431640,1.4,2003
"2262","15-1031","Computer software engineers, applications",NA,392140,1.9,2003
"2263","15-1032","Computer software engineers, systems software",NA,285760,2.4,2003
"2264","15-1041","Computer support specialists",NA,482990,1.2,2003
"2265","15-1051","Computer systems analysts",NA,474780,2,2003
"2266","15-1061","Database administrators",NA,100890,1.5,2003
"2267","15-1071","Network and computer systems administrators",NA,237980,1.1,2003
"2268","15-1081","Network systems and data communications analysts",NA,148030,2.1,2003
"2269","15-2011","Actuaries",NA,14680,4.5,2003
"2270","15-2021","Mathematicians",NA,2470,4,2003
"2271","15-2031","Operations research analysts",NA,58080,3.3,2003
"2272","15-2041","Statisticians",NA,18370,6.3,2003
"2273","15-2091","Mathematical technicians",NA,2180,11.2,2003
"2274","17-0000","Architecture and engineering occupations","major",2376650,0.7,2003
"2275","17-1011","Architects, except landscape and naval",NA,91010,2.2,2003
"2276","17-1012","Landscape architects",NA,18910,5.9,2003
"2277","17-1021","Cartographers and photogrammetrists",NA,8940,4.9,2003
"2278","17-1022","Surveyors",NA,51490,2.4,2003
"2279","17-2011","Aerospace engineers",NA,70740,7.9,2003
"2280","17-2021","Agricultural engineers",NA,2270,21.2,2003
"2281","17-2031","Biomedical engineers",NA,6980,4.9,2003
"2282","17-2041","Chemical engineers",NA,32490,3.6,2003
"2283","17-2051","Civil engineers",NA,206350,1.4,2003
"2284","17-2061","Computer hardware engineers",NA,72550,5,2003
"2285","17-2071","Electrical engineers",NA,146150,2.4,2003
"2286","17-2072","Electronics engineers, except computer",NA,137320,4.1,2003
"2287","17-2081","Environmental engineers",NA,45480,3.1,2003
